"Članica";"Kratica";"Program";"Členitev";"Način";"Stopnja";"Letnik";"Spol";"Državljanstvo";"UTEZ"
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Španski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Azijske študije";"Japonologija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"HRVAŠKA";1
"Filozofska fakulteta";"UL FF";"Italijanski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Španski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Azijske študije";"Sinologija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Prevajalstvo";"Slovenščina-angleščina – dvopredmetna smer ";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Muzikologija";"Muzikologija – dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Umetnostna zgodovina";"Umetnostna zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Azijske študije";"Sinologija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Pedagogika in andragogika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SRBIJA";1
"Filozofska fakulteta";"UL FF";"Rusistika";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Španski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Italijanski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalna književnost in literarna teorija";"Primerjalna književnost in literarna teorija - dvopredmetna smer";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Češki jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalna književnost in literarna teorija";"Primerjalna književnost in literarna teorija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Azijske študije";"Japonologija - dvopredmetna smer";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalna književnost in literarna teorija";"Primerjalna književnost in literarna teorija - dvopredmetna smer";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Germanistika";"Germanistika - dvopredmetna smer";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Azijske študije";"Japonologija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Pedagogika in andragogika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalna književnost in literarna teorija";"Primerjalna književnost in literarna teorija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalna književnost in literarna teorija";"Primerjalna književnost in literarna teorija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Pedagogika in andragogika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Pedagogika in andragogika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalna književnost in literarna teorija";"Primerjalna književnost in literarna teorija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Muzikologija";"Muzikologija – dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Absolventi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Absolventi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalno jezikoslovje";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalna književnost in literarna teorija";"Primerjalna književnost in literarna teorija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Španski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalna književnost in literarna teorija";"Primerjalna književnost in literarna teorija - dvopredmetna smer";"IZREDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Umetnostna zgodovina";"Umetnostna zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Italijanski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"HRVAŠKA";1
"Filozofska fakulteta";"UL FF";"Azijske študije";"Japonologija - dvopredmetna smer";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Azijske študije";"Sinologija - dvopredmetna smer";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Rusistika";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Azijske študije";"Japonologija - dvopredmetna smer";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Umetnostna zgodovina";"Umetnostna zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalna književnost in literarna teorija";"Primerjalna književnost in literarna teorija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Pedagogika in andragogika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Pedagogika in andragogika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Geografija";"Geografija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Muzikologija";"Muzikologija – dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"UKRAJINA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Španski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Bibliotekarstvo in informatika";"Bibliotekarstvo in informatika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Splošno jezikoslovje";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Germanistika";"Germanistika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Rusistika";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalna književnost in literarna teorija";"Primerjalna književnost in literarna teorija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalna književnost in literarna teorija";"Primerjalna književnost in literarna teorija - dvopredmetna smer";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Španski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Italijanski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Muzikologija";"Muzikologija – dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Pedagogika in andragogika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Španski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Pedagogika in andragogika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Azijske študije";"Japonologija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Pedagogika in andragogika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Germanistika";"Germanistika - dvopredmetna smer";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Rusistika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Umetnostna zgodovina";"Umetnostna zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Polonistika";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovakistika";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SRBIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalna književnost in literarna teorija";"Primerjalna književnost in literarna teorija - dvopredmetna smer";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalna književnost in literarna teorija";"Primerjalna književnost in literarna teorija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Bibliotekarstvo in informatika";"Bibliotekarstvo in informatika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalno jezikoslovje";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Italijanski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Geografija";"Geografija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Španski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Azijske študije";"Sinologija - dvopredmetna smer";"REDNI";"prva stopnja";"Absolventi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Južnoslovanski študiji";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"HRVAŠKA";1
"Filozofska fakulteta";"UL FF";"Portugalski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SRBIJA";1
"Filozofska fakulteta";"UL FF";"Azijske študije";"Japonologija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Španski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Francistika";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Umetnostna zgodovina";"Umetnostna zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Geografija";"Geografija - dvopredmetna smer";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Španski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Primerjalna književnost in literarna teorija";"Primerjalna književnost in literarna teorija - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Azijske študije";"Koreanistika - dvopredmetna smer";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Španski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Španski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Tretji";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Sociologija";"Ni členitve";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Drugi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Tretji";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Germanistika";"Germanistika - dvopredmetna smer";"REDNI";"prva stopnja";"Drugi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Umetnostna zgodovina";"Umetnostna zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Francistika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Rusistika";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Italijanski jezik in književnost";"Ni členitve";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Zgodovina";"Zgodovina - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"M";"SLOVENIJA";1
"Filozofska fakulteta";"UL FF";"Slovenistika";"Slovenistika - dvopredmetna smer";"REDNI";"prva stopnja";"Prvi";"Ž";"SLOVENIJA";1
